Id,TextTopics,TopicPercentages
99_5019_4,17,0.50570786
99_5021_4,56,0.59033054
99_5024_4,19,0.51015604
99_5028_4,10,0.586847
99_5030_4,41,0.7162507
99_5031_4,7,0.39524698
99_5032_4,66,0.48166645
99_5035_4,17,0.8296633
99_5036_4,50,0.411098
99_5039_4,17,0.5057079
99_5040_4,48,0.82734716
99_5041_4,41,0.6493722
99_5043_4,19,0.6680063
99_5045_4,47,0.7872745
99_5048_4,7,0.48357332
99_5050_4,53,0.64853543
99_5052_4,44,0.6500471
99_5055_4,52,0.48781252
99_5056_4,19,0.66800654
99_5057_4,60,0.33082005
99_5058_4,43,0.49127102
99_5059_4,17,0.59550196
99_5060_4,41,0.49510345
99_5061_4,53,0.94290525
99_5062_4,59,0.48213682
99_5063_4,25,0.6500327
99_5068_4,42,0.48181987
99_5070_4,19,0.51015604
99_5073_4,19,0.53883153
99_5074_4,56,0.55190796
99_5075_4,20,0.6518996
99_5077_4,52,0.48781252
99_5081_4,17,0.497776
99_5084_4,36,0.4826019
99_5085_4,19,0.5034565
99_5087_4,16,0.34860525
99_5091_4,19,0.51015604
99_5092_4,37,0.64878076
99_5093_4,39,0.48313802
99_5094_4,7,0.39522716
99_5098_4,43,0.5472961
99_5102_4,36,0.4826019
99_5104_4,11,0.49057376
99_5106_4,14,0.34202567
99_5111_4,21,0.48368987
99_5116_4,31,0.36050603
99_5117_4,19,0.51015604
99_5118_4,41,0.49111545
99_5121_4,19,0.49747178
99_5124_4,17,0.5057033
99_5125_4,25,0.6500311
99_5126_4,25,0.73532325
99_5127_4,23,0.48304033
99_5131_4,41,0.48266688
99_5132_4,19,0.66800636
99_5134_4,17,0.664992
99_5136_4,24,0.48209792
99_5137_4,54,0.33202553
99_5138_4,25,0.48363626
99_5139_4,17,0.5057064
99_5140_4,19,0.7141439
99_5141_4,19,0.37361327
99_5142_4,36,0.4826019
99_5143_4,17,0.36104107
99_5144_4,34,0.6491968
99_5145_4,13,0.6501876
99_5146_4,17,0.66499186
99_5149_4,19,0.51015604
99_5151_4,27,0.48754585
99_5152_4,41,0.33081704
99_5154_4,44,0.65004903
99_5155_4,36,0.4826019
99_5156_4,19,0.51015604
99_5157_4,52,0.48781252
99_5158_4,51,0.96601224
99_5159_4,45,0.39445412
99_5160_4,17,0.48423696
99_5161_4,42,0.37051067
99_5163_4,19,0.6680061
99_5164_4,5,0.3027975
99_5166_4,54,0.48823994
99_5167_4,39,0.59102243
99_5169_4,47,0.48385373
99_5170_4,19,0.66800654
99_5171_4,24,0.5905836
99_5174_4,14,0.6161046
99_5176_4,38,0.9742518
99_5178_4,23,0.4357608
99_5179_4,37,0.3294729
99_5180_4,54,0.48823977
99_5182_4,25,0.6500294
99_5183_4,28,0.61878073
99_5184_4,38,0.7012354
99_5185_4,18,0.9414521
99_5186_4,14,0.73294836
99_5187_4,13,0.5886521
99_5188_4,10,0.35658774
99_5189_4,16,0.5420968
99_5190_4,35,0.8464807
99_5191_4,14,0.54826576
99_5192_4,4,0.6632552
99_5193_4,4,0.7082769
99_5194_4,19,0.33051628
99_5195_4,6,0.6212206
99_5196_4,2,0.4425097
99_5197_4,17,0.664992
99_5199_4,4,0.8921882
99_5200_4,18,0.72377676
99_5201_4,17,0.56547886
99_5202_4,4,0.5123481
99_5203_4,4,0.6025833
99_5206_4,17,0.5028514
99_5207_4,66,0.92269945
99_5208_4,51,0.7761536
99_5209_4,13,0.8408272
99_5210_4,52,0.4878119
99_5211_4,18,0.500029
99_5213_4,51,0.721248
99_5215_4,48,0.7739619
99_5218_4,22,0.93617857
99_5219_4,17,0.45853522
99_5220_4,34,0.33008027
99_5221_4,34,0.7177121
99_5222_4,18,0.77052754
99_5223_4,16,0.49863514
99_5224_4,16,0.66821516
99_5225_4,4,0.39566767
99_5226_4,62,0.74688977
99_5227_4,10,0.82155335
99_5228_4,46,0.7961338
99_5229_4,18,0.8293713
99_5230_4,27,0.39281386
99_5232_4,35,0.7687074
99_5233_4,17,0.4974026
99_5234_4,47,0.4838539
99_5235_4,19,0.5052067
99_5237_4,64,0.48215565
99_5240_4,54,0.6531526
99_5243_4,16,0.49456018
99_5245_4,49,0.6494487
99_5247_4,17,0.66499203
99_5248_4,17,0.50570816
99_5249_4,17,0.5057082
99_5250_4,36,0.42443052
99_5251_4,17,0.50570506
99_5252_4,3,0.3906947
99_5255_4,41,0.67693
99_5257_4,5,0.6943719
99_5258_4,17,0.66499203
99_5259_4,17,0.6649919
99_5260_4,34,0.37352836
99_5262_4,17,0.36681938
99_5263_4,48,0.89186347
99_5264_4,44,0.9845085
99_5265_4,14,0.7277744
99_5267_4,66,0.7900082
99_5268_4,17,0.5057082
99_5271_4,17,0.5057082
99_5273_4,55,0.49417916
99_5274_4,66,0.4905968
99_5275_4,48,0.79888093
99_5277_4,54,0.48823994
99_5278_4,66,0.4816633
99_5279_4,19,0.3915209
99_5280_4,65,0.78646207
99_5281_4,38,0.9324503
99_5282_4,14,0.6392498
99_5283_4,66,0.58591676
99_5284_4,17,0.3831867
99_5285_4,66,0.56823546
99_5286_4,18,0.48229435
99_5287_4,17,0.37452886
99_5288_4,4,0.7058656
99_5289_4,17,0.664992
99_5290_4,42,0.81098706
99_5291_4,21,0.77462536
99_5293_4,51,0.49037606
99_5295_4,18,0.51586086
99_5296_4,17,0.6915035
99_5297_4,46,0.764253
99_5298_4,25,0.47505552
99_5299_4,4,0.8289089
99_5300_4,19,0.31780735
99_5303_4,17,0.664992
99_5304_4,17,0.664992
99_5305_4,63,0.48140094
99_5307_4,36,0.49108472
99_5310_4,50,0.91017866
99_5311_4,17,0.5894647
99_5313_4,4,0.34301296
99_5314_4,35,0.30475143
99_5316_4,18,0.33053222
99_5317_4,47,0.4838391
99_5319_4,18,0.6730885
99_5320_4,33,0.88048905
99_5321_4,19,0.37536526
99_5324_4,19,0.33006382
99_5325_4,47,0.6950531
99_5326_4,13,0.49578655
99_5328_4,58,0.8801291
99_5329_4,60,0.3626202
99_5330_4,60,0.8232792
99_5331_4,17,0.4969097
99_5332_4,63,0.7294492
99_5333_4,28,0.45583355
99_5334_4,9,0.515523
99_5335_4,23,0.4563973
99_5336_4,17,0.6649889
99_5337_4,16,0.6023536
99_5339_4,16,0.568108
99_5340_4,43,0.618981
99_5342_4,14,0.4613453
99_5346_4,65,0.37102887
99_5347_4,2,0.52689636
99_5348_4,22,0.66103154
99_5349_4,19,0.4365339
99_5350_4,27,0.6526621
99_5353_4,17,0.48535165
99_5354_4,21,0.82207584
99_5355_4,23,0.75751626
99_5357_4,6,0.4131508
99_5358_4,4,0.8970826
99_5359_4,17,0.664992
99_5360_4,11,0.7420359
99_5361_4,7,0.39525977
99_5362_4,17,0.60033023
99_5365_4,21,0.41387352
99_5367_4,54,0.59182733
99_5368_4,19,0.66800636
99_5369_4,17,0.48094106
99_5371_4,16,0.7083202
99_5372_4,3,0.44484344
99_5373_4,52,0.44221103
99_5374_4,3,0.82163477
99_5376_4,21,0.81213194
99_5378_4,59,0.57795954
99_5379_4,60,0.65066516
99_5380_4,40,0.49107736
99_5381_4,22,0.7791544
99_5382_4,46,0.65954155
99_5383_4,17,0.42420462
99_5384_4,60,0.8055249
99_5385_4,34,0.59731734
99_5387_4,34,0.61163414
99_5388_4,16,0.5909855
99_5389_4,18,0.8442756
99_5390_4,17,0.66499186
99_5392_4,19,0.38547736
99_5393_4,63,0.5060136
99_5394_4,14,0.7389358
99_5395_4,11,0.60819155
99_5396_4,30,0.6506198
99_5397_4,63,0.3666439
99_5398_4,10,0.3687089
99_5399_4,47,0.85211605
99_5400_4,17,0.664992
99_5401_4,17,0.35982192
99_5403_4,62,0.9362809
99_5404_4,17,0.48971513
99_5405_4,54,0.38255945
99_5406_4,19,0.6680061
99_5408_4,54,0.6360278
99_5410_4,38,0.84738785
99_5411_4,31,0.47872314
99_5412_4,24,0.5603883
99_5413_4,40,0.556163
99_5414_4,56,0.8080059
99_5415_4,27,0.394354
99_5419_4,56,0.48686415
99_5420_4,17,0.4252905
99_5422_4,27,0.35869646
99_5424_4,54,0.6531525
99_5426_4,17,0.4693184
99_5427_4,64,0.7697535
99_5428_4,48,0.37165645
99_5429_4,14,0.5435027
99_5430_4,24,0.4439447
99_5431_4,13,0.54554504
