Id,Subject,MainText,SubjectSpam,MainTextSpam,SpamStatus
99_5091_4,rating,The best You know it,2,2,2
99_5092_4,rating,Excellent Amazingly Gud option to get stress free ,2,2,2
99_5093_4,rating,Xperia arc Super,2,2,2
99_5094_4,rating,Awesome It's nice haha but need more effort just joking it's really cool I really like it ,2,2,2
99_5095_4,rating,Love it Works great Have it on my nook and my PC ,2,2,2
99_5096_4,rating,Tuesday Good,2,2,2
99_5097_4,rating,Superb An awesome app Wish for a cymera widget ,2,2,2
99_5098_4,rating,Good Best camera app on Google play,2,2,2
99_5099_4,rating,Just said Huhuhuhu,2,2,2
99_5100_4,rating,FINALLY So great to have this game on mobile ,2,2,2
99_5102_4,rating,Super cool ,2,2,2
99_5103_4,rating,Helpful,2,2,2
99_5104_4,rating,Awesome I really love it I can put memories and some songs OMG I just love it ,2,2,2
99_5105_4,rating,Just like other msngrz,2,2,2
99_5106_4,rating,Brilliant app Great fun touches upthe photos amazingly ,2,2,2
99_5107_4,rating,Good I like it,2,2,2
99_5108_4,rating,Very nice Software Works great to meet two hearts,2,2,2
99_5109_4,rating,Very cool This game is great Next best thing to CoD Ghosts except it is hard to aim ,2,2,2
99_5110_4,rating,awesome i loveee it ,2,2,2
99_5111_4,rating,being human I like this apps,2,2,2
99_5112_4,rating,Good Oog,2,2,2
99_5113_4,rating,Good Outstanding,2,2,2
99_5114_4,rating,Print Share This is an easy and awesome app yo have ,2,2,2
99_5115_4,rating,My My,2,2,2
99_5116_4,rating,Fun Very addictive and fun ,2,2,2
99_5117_4,rating, Good ,2,2,2
99_5118_4,rating,I love this game The best game I've ever played,2,2,2
99_5119_4,rating,Good Love it ,2,2,2
99_5121_4,rating,Excellent I like this app Very good D,2,2,2
99_5122_4,rating,Very fun and easy to use Recommended ,2,2,2
99_5123_4,rating,Alles ok Tut was es soll danke ,2,2,2
99_5124_4,rating,Awesome I love this app,2,2,2
99_5126_4,rating,nice nice app,2,2,2
99_5127_4,rating,Awesome More than expected simply amazing ,2,2,2
99_5128_4,rating,ice,2,2,2
99_5129_4,rating,Very good Every nice,2,2,2
99_5130_4,rating,Cool Inastagrammmmmmmmmmmmmmmmmmmmmmmmmmmfnsucksmmmmmm,2,2,2
99_5131_4,rating,Ok Good game,2,2,2
99_5132_4,rating,Helping one Good app,2,2,2
99_5133_4,rating,Nice It works correctly,2,2,2
99_5134_4,rating,Great app,2,2,2
99_5135_4,rating,Samsung galaxy tab 2 Nice app ,2,2,2
99_5137_4,rating,Gs4 Love it great new puzzles,2,2,2
99_5138_4,rating,Very nice Nice,2,2,2
99_5139_4,rating,finally found the apps that i want ,2,2,2
99_5140_4,rating,Console Like It looks just like a console game Good job Gameloft ,2,2,2
99_5142_4,rating,Best It is the coolest because I get to put pitures up,2,2,2
99_5143_4,rating,Great Makes good pics I love this app its great,2,2,2
99_5144_4,rating,I love this app Use it all the time ,2,2,2
99_5145_4,rating,Enough said 5 stars ,2,2,2
99_5146_4,rating,Super app Super app ever,2,2,2
99_5147_4,rating,Brill Love it,2,2,2
99_5148_4,rating,Great app This app work greatly with my samsung galaxy trend I this app ,2,2,2
99_5149_4,rating,The best I game ever ,2,2,2
99_5150_4,rating,Perfekt Hervorragend,2,2,2
99_5151_4,rating,Perfect Made it easier for me,2,2,2
99_5152_4,rating,Awesome I like this game but I hate having to unlock some things with real money but everything else is great ,2,2,2
99_5153_4,rating,Bill Fun and ez to use,2,2,2
99_5154_4,rating,Best App Best chatting app ever,2,2,2
99_5155_4,rating,Super cool I like it ,2,2,2
99_5156_4,rating,ANYW Very good AV,2,2,2
99_5157_4,rating,Love it ,2,2,2
99_5158_4,rating,Excellent just what I wanted Works great on my Galaxy S3 I have 5 different sync folder pairs set up One is for my pictures so that when I take a picture it will instantly be sync'ed to my google cloud account and then my PC syncs with google cloud meaning I should never lose a picture I also do an occasional sync to my NAS drive as I'm a bit paranoid I also sync from my MP3 folder on my NAS account back onto my phone card so that when I add some new music to my NAS drive it will sync onto my phone Altogether a very useful program ,2,2,2
99_5159_4,rating,Great security Let's me know about any threats on my phone ,2,2,2
99_5160_4,rating,Great app love it Can't get any better,2,2,2
99_5161_4,rating,EA Keep up the good job The game's superb ,2,2,2
99_5162_4,rating,I love This Game,2,2,2
99_5163_4,rating, Best app ever ,2,2,2
99_5165_4,rating,I likey Very useful because of my love of editing ,2,2,2
99_5166_4,rating,Well Awesome,2,2,2
99_5167_4,rating,Xperia Z1 It is an awesome product Most reliable ,2,2,2
99_5168_4,rating,Cool Cool,2,2,2
99_5169_4,rating,I like this Thanks ,2,2,2
99_5170_4,rating,Very good Very good,2,2,2
99_5171_4,rating,A classic Finally a decent version of worms on Android ,2,2,2
99_5172_4,rating,Like Awesome,2,2,2
99_5174_4,Great Fun,This game is really fun and a great way to learn facts geography capitals landmarks and locations of all of the great states in the United States My nephews are into strategically placing the stacks Super learning fun ,2,2,2
99_5175_4,Awesome ,I love how it tests my brain ,2,2,2
99_5177_4,Works great,Easy to find songs and purchase in iTunes ,2,2,2
99_5179_4,Great app ,Lots of fun to use We live in a unpopulated area and it's neat to pick out which stars are what The app works very well ,2,2,2
99_5180_4,Revue,It's really useful cuz I'm a astronomer It's magestical ,2,2,2
99_5181_4,Awesome,A very exciting app I like to share with my kids ,2,2,2
99_5182_4,Saweeeet',Very nice app,2,2,2
99_5184_4,The best restaurant finding app,The only complaint I have about this app is that unless you live in one of the supported cities it's pretty much useless Even if you do live in a big city the app won't help you at all if you're travelling somewhere smaller which is why I recommend keeping a backup app like Urbanspoon on your iPhone as a backup ,2,2,2
99_5189_4,Love love love ,This is hands down the most useful app I had the lite version but decided it was worth the money to upgrade It makes it so much easier than the guess and check on the calendar I love it ,2,2,2
99_5190_4,Photographer,Ran side by side with other and this app beat all hands down Needs dedicated space for mileage ,2,2,2
99_5191_4,Great app,Love it's multifunctionality Able to do multiple business and year prior expenses etc ,2,2,2
99_5192_4,Consumer,This ap is great really puts your collection at your fingertips I really like how easy it is to manage your wine collection buying drinking or storage notes Love it ,2,2,2
99_5194_4,The best,Better than any other wine app ,2,2,2
99_5195_4,Ehh,It is a good app but I eat a lot of home cooked meals and it's hard to find the exact thing I ate ,2,2,2
99_5196_4,Amazing,This app is beast The best thing is is that it doesn't need Internet Because I have an iPod touch so I don't have Internet on it in public I recomend this app ,2,2,2
99_5197_4,Great app,Buy it,2,2,2
99_5198_4,I like,This is a great little app especially for those with hectic schedules it keeps you in like for visual people like me ,2,2,2
99_5199_4,Support my touch ,Live sky does not work on my touch Also doesn't find my correct locAtion So close to being like the Droid app but off by a parsec ,2,2,2
99_5201_4,Great app ,Used this app all over the world and it hasn't let me down yet ,2,2,2
99_5202_4,Snow n sun,I take this on the mountain and on the bike trail Continually improving in surprising ways Keep up the great work ,2,2,2
99_5204_4,Love it ,I love the sync bday reminders ,2,2,2
99_5205_4,No complaints,Works just fine ,2,2,2
99_5206_4,Awesomeness ,Great app ,2,2,2
99_5208_4,Instructions on how to use ,To those concerned that you cannot zoom in on those savvy charts and reference materials included on this app you CAN Let me help Simply tap on the chart or image itself This will then immediately bring it up closer in its own page and then you can get even closer by pinching Just tap the images first my friends This is a great app ,2,2,2
99_5209_4,Boss,At first I didn't have the challenges on and literally got board in about 10min But when I turn the challenges on I was all over it like a hawk of a dead animal So to get to the point BETER THAN MODERN COMBAT 3 ,2,2,2
99_5210_4, 3,BEST GAME EVER ,2,2,2
99_5211_4,How to buy packs,I can't find how to buy add ons Plz help other wise great game,2,2,2
99_5212_4,Add girls ,I will give it 5 stars when you add girl pygmies ,2,2,2
99_5213_4,Love this App,Great app to have for tracking flights I own a limousine company all my drivers use it to track their clients flights ,2,2,2
99_5214_4,Great ,Easy to use and very accurate A must for any traveler ,2,2,2
99_5215_4,Amazing ,I just finished up a weekend of playing and it was the first time I have used this product I was more than impressed with it The setlist option was my favorite part We played several different times throughout the weekend and being able to program the songs into setlist form made it super easy to transition between songs I highly recommend this product and can't wait to use it again ,2,2,2
99_5216_4,Easy to use even for non techie Well worth the price ,A must buy ,2,2,2
99_5219_4,Great app,I use this app every day on my iPhone 4 and it works perfectly fine ,2,2,2
99_5220_4,Love photos with Bible verses ,I enjoy sending verses to my friends on my iPhone,2,2,2
99_5221_4,Love it ,I love having a new verse pop up every morning Great for on the go and if you're looking for a verse pertaining to a certain category whether it be encouragement patience etc Very convenient And beautiful background pictures ,2,2,2
99_5222_4,So useful for keeping me in track ,I love the convenience I having daily readings right at my fingertips and when I travel to Europe for the semester I don't know if I could live without it ,2,2,2
99_5223_4,IMissal,Great for daily readings I love it ,2,2,2
99_5224_4,Excellent app ,This is an excellent app to use in the daily devotional reading of the mass readings Well done ,2,2,2
99_5226_4,A Wonderful Spiritual Aid,What a bargain for all the benefits I receive daily from this app The audio is especially good to have Reading or listening to the daily Mass readings has been a great help to me I also like having the prayers for the start and end my day I consider this to be a must have app for all busy Catholics ,2,2,2
99_5227_4,Like a boss,Doodle jump is sick I love it He's so freaking cute ,2,2,2
99_5229_4,Buy this,Pixel for pixel this scanner does better than an expensive HP printer scanner Part of that is the iPhone but the other part is JotNot's software I use this in my presentations for text off a page it doesn't do so well with images though hence the 4 stars taken as a whole it's money well spent ,2,2,2
99_5230_4,Simple Easy,Fantastic app Makes reading forums so much easier that now I find myself doing it more Great ,2,2,2
99_5231_4,Cool,I like a lot,2,2,2
99_5232_4,Love It More Forums Please ,I think this app works better than using my desktop to use forums Fast eat to read searches well Wish it had Miniusa and Bike forums Great for Tacoma World ,2,2,2
99_5233_4,Great App ,If you use forums a lot you'll love this app ,2,2,2
99_5234_4,WhatsApp,Excellent,2,2,2
99_5235_4,The best,The best App ever ,2,2,2
99_5236_4,If you like Craigslist,You'll love Craigslist pro,2,2,2
99_5237_4,Buy It,I have only purchased a few aps but this for sure is one of them ,2,2,2
99_5238_4,Awsome,Awsome,2,2,2
99_5240_4,Awesome ,Sweet app Thank you I love it ,2,2,2
99_5241_4,His royal highness 1V,Awesome ,2,2,2
99_5242_4,Awesome ,Need more for finding rental HOUSES But great other than that ,2,2,2
99_5244_4,Awesome selling and buying tool ,I have sold and bought many things using Craigslist ,2,2,2
99_5245_4,Love it ,This app is just like the website except you have to pick an area instead of having them laid out for you I love this app and use it every day ,2,2,2
99_5247_4,Great,Great,2,2,2
99_5248_4,Craigspro,Freaking great ,2,2,2
99_5249_4,Great ,A ,2,2,2
99_5250_4,Excellent scanner,I have used this for over a year and have never been disappointed The sound quality is excellent on the iPhone ,2,2,2
99_5251_4,Finally,This app rocks ,2,2,2
99_5254_4,T PAIN,I love dis right Herre,2,2,2
99_5256_4,Mr,I love it,2,2,2
99_5257_4,Not that good,Got this app to be able to share PPT and Word docs Does not support all of the data from those files Not happy with it at all Will try to work with it but I think it was a waste of time and money ,2,2,2
99_5258_4,Great,Great ,2,2,2
99_5259_4,soaring hawk,great app ,2,2,2
99_5260_4,Great app They can't get much better then this one,Highly recommend this app to listen to ATC conversations from around the USA and world,2,2,2
99_5261_4,VERY WELL,VERY WELL,2,2,2
99_5262_4,A ,Great app Works on almost any course No complaints at all ,2,2,2
99_5265_4,Best Golf GPS for the money,I have used this App for over 8 months and is by far the best golf GPS for the money I had a sky caddie before and it was not half as good as this app Don't waste your money on any of the annual dues GPS units buy this app and have everything you need I have the iPhone 4 and only uses about half the battery during a 4 1 2 to 5 1 2 hour round Turn off your Wi fi if it is using more battery life than that Anyway must have for all serious golfers ,2,2,2
99_5266_4,Used nearly every day,This app while not perfect some songs it doesn't is very good I use it severalvtimes a week ,2,2,2
99_5267_4,Great,I use this every night It amazes me how little sleep I get most nights I have made sleeping more of a priority since using it I can see the difference ,2,2,2
